sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
0,032;24;;180rounds;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;ConcederNegotiationParty@18;BoulwareNegotiationParty@19;Group6@20;0.6583333333333333;1.0;0.5856226065195247;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,082;84;;180rounds;Yes;No;3;0,49465;0,97500;0,00000;0,48526;2,08197;BoulwareNegotiationParty@21;ConcederNegotiationParty@22;Group6@23;0.975;0.49464690002105177;0.6123211348649507;0.975;0.49464690002105177;0.6123211348649507;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,058;61;;180rounds;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;Group6@24;ConcederNegotiationParty@25;BoulwareNegotiationParty@26;0.48749999999999993;0.43241457513409964;0.9999999999999999;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,042;50;;180rounds;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;ConcederNegotiationParty@27;Group6@28;BoulwareNegotiationParty@29;0.48749999999999993;0.43241457513409964;0.9999999999999999;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,031;32;;180rounds;Yes;No;3;0,29693;1,00000;0,00000;0,67808;1,89378;BoulwareNegotiationParty@30;Group6@31;ConcederNegotiationParty@32;1.0;0.2969260373579895;0.5968500104495003;1.0;0.2969260373579895;0.5968500104495003;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,031;35;;180rounds;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;Group6@33;BoulwareNegotiationParty@34;ConcederNegotiationParty@35;0.6583333333333333;1.0;0.5856226065195247;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,027;24;;180rounds;Yes;No;3;0,58562;1,00000;0,00000;0,19642;2,24396;ConcederNegotiationParty@36;BoulwareNegotiationParty@37;Group6@38;0.6583333333333333;1.0;0.5856226065195247;0.6583333333333333;1.0;0.5856226065195247;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,090;84;;180rounds;Yes;No;3;0,49465;0,97500;0,00000;0,48526;2,08197;BoulwareNegotiationParty@39;ConcederNegotiationParty@40;Group6@41;0.975;0.49464690002105177;0.6123211348649507;0.975;0.49464690002105177;0.6123211348649507;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,058;61;;180rounds;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;Group6@42;ConcederNegotiationParty@43;BoulwareNegotiationParty@44;0.48749999999999993;0.43241457513409964;0.9999999999999999;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
0,048;50;;180rounds;Yes;No;3;0,43241;1,00000;0,00000;0,64373;1,91991;ConcederNegotiationParty@45;Group6@46;BoulwareNegotiationParty@47;0.48749999999999993;0.43241457513409964;0.9999999999999999;0.48749999999999993;0.43241457513409964;0.9999999999999999;party1_utility.xml;party2_utility.xml;party3_utility.xml
